"product_category_name","seller_city","seller_state","transaction_count","total_revenue","avg_price_per_item","unique_products_sold"
"moveis_quarto","sao jose do rio preto","SP","29","5214.60","179.81","9"
"cama_mesa_banho","betim","MG","85","5194.45","61.11","28"
"ferramentas_jardim","uberlandia","MG","71","5193.28","73.14","10"
"esporte_lazer","coronel fabriciano","MG","38","5150.20","135.53","11"
"esporte_lazer","florianopolis","SC","39","5149.52","132.04","25"
"perfumaria","lagoa da prata","MG","46","5130.40","111.53","7"
"perfumaria","presidente prudente","SP","44","5117.82","116.31","8"
"moveis_escritorio","pinhais","PR","6","5097.40","849.57","4"
"alimentos","santo andre","SP","60","5074.60","84.58","5"
"moveis_cozinha_area_de_servico_jantar_e_jardim","timoteo","MG","10","5073.00","507.30","7"
"cool_stuff","santa barbara d´oeste","SP","8","5055.80","631.98","5"
"pet_shop","juiz de fora","MG","56","5048.45","90.15","30"
"moveis_decoracao","jales","SP","101","5039.90","49.90","13"
"tablets_impressao_imagem","santos","SP","56","5038.50","89.97","5"
"esporte_lazer","guarulhos","SP","59","5035.06","85.34","19"
"alimentos","sao jose do rio preto","SP","99","4974.57","50.25","6"
"fashion_bolsas_e_acessorios","curitiba","PR","59","4955.39","83.99","12"
"esporte_lazer","sorocaba","SP","135","4934.16","36.55","51"
"esporte_lazer","belo horizonte","MG","107","4929.71","46.07","44"
"bebes","campinas","SP","37","4924.70","133.10","16"
"beleza_saude","birigui","SP","67","4914.20","73.35","31"
"consoles_games","mogi guacu","SP","9","4905.69","545.08","5"
"moveis_decoracao","sorocaba","SP","96","4887.60","50.91","10"
"beleza_saude","cuiaba","MT","52","4880.22","93.85","32"
"moveis_decoracao","borda da mata","MG","67","4857.55","72.50","14"
"instrumentos_musicais","duque de caxias","RJ","9","4813.00","534.78","5"
"beleza_saude","santo angelo","RS","11","4811.56","437.41","1"
"informatica_acessorios","nilopolis","RJ","14","4805.79","343.27","6"
"papelaria","brasilia","DF","43","4795.65","111.53","15"
"perfumaria","congonhal","MG","31","4789.57","154.50","20"
"moveis_decoracao","santa barbara d'oeste","SP","87","4731.30","54.38","20"
"relogios_presentes","novo hamburgo","RS","25","4690.70","187.63","2"
"perfumaria","salto","SP","48","4665.20","97.19","12"
"esporte_lazer","timbo","SC","61","4657.50","76.35","11"
"moveis_decoracao","rio de janeiro","RJ","103","4644.75","45.09","34"
"beleza_saude","campo mourao","PR","29","4643.22","160.11","9"
"brinquedos","osasco","SP","28","4639.88","165.71","13"
"alimentos_bebidas","salvador","BA","37","4607.81","124.54","3"
"eletroportateis","rio de janeiro","RJ","18","4604.42","255.80","5"
"automotivo","alfenas","MG","51","4560.98","89.43","46"
"informatica_acessorios","paraiba do sul","RJ","25","4537.60","181.50","2"
"cool_stuff","curitiba","PR","25","4537.15","181.49","12"
"casa_construcao","limeira","SP","8","4536.99","567.12","5"
"utilidades_domesticas","itajai","SP","77","4531.98","58.86","28"
"bebes","aparecida de goiania","GO","33","4526.30","137.16","9"
"pet_shop","cafelandia","SP","43","4489.27","104.40","22"
"utilidades_domesticas","sao paulo - sp","SP","69","4465.50","64.72","8"
"ferramentas_jardim","sao leopoldo","RS","9","4451.00","494.56","6"
"brinquedos","andradas","MG","6","4439.40","739.90","2"
"automotivo","betim","MG","13","4438.87","341.45","11"
"eletronicos","ribeirao preto","SP","33","4435.65","134.41","6"
"beleza_saude","fronteira","MG","45","4425.29","98.34","22"
"cool_stuff","campo mourao","PR","14","4410.72","315.05","6"
"livros_interesse_geral","curitiba","PR","52","4378.05","84.19","25"
"consoles_games","campinas","SP","17","4367.40","256.91","7"
"telefonia","brasilia","DF","46","4361.61","94.82","14"
"automotivo","belo horizonte","MG","45","4358.99","96.87","19"
"construcao_ferramentas_seguranca","sao paulo","SP","53","4358.09","82.23","13"
"moveis_decoracao","botucatu","SP","56","4349.50","77.67","12"
"eletrodomesticos_2","jaragua do sul","SC","7","4343.46","620.49","4"
"cool_stuff","santo andre","SP","44","4341.98","98.68","20"
"bebes","maua","SP","54","4334.60","80.27","4"
"telefonia","novo hamburgo","RS","9","4313.30","479.26","4"
"esporte_lazer","cotia","SP","36","4308.05","119.67","19"
"moveis_decoracao","tres coracoes","MG","46","4300.60","93.49","16"
"telefonia","balneario camboriu","SC","19","4294.00","226.00","8"
"instrumentos_musicais","araras","SP","9","4289.07","476.56","7"
"industria_comercio_e_negocios","curitiba","PR","27","4278.65","158.47","18"
NULL,"belo horizonte","MG","78","4272.94","54.78","24"
"ferramentas_jardim","joinville","SC","26","4263.30","163.97","7"
"relogios_presentes","salto","SP","31","4256.90","137.32","6"
"automotivo","limeira","SP","18","4251.00","236.17","14"
"utilidades_domesticas","ipaussu","SP","53","4250.00","80.19","32"
"consoles_games","carapicuiba","SP","41","4249.59","103.65","21"
"esporte_lazer","sao joao de meriti","RJ","41","4245.34","103.54","11"
"relogios_presentes","entre rios do oeste","PR","7","4241.18","605.88","7"
"fashion_underwear_e_moda_praia","assis","SP","27","4235.00","156.85","15"
"ferramentas_jardim","belo horizonte","MG","42","4231.84","100.76","27"
"portateis_casa_forno_e_cafe","sao paulo","SP","9","4228.98","469.89","4"
"bebes","sao roque","SP","19","4220.98","222.16","13"
"industria_comercio_e_negocios","sao paulo","SP","38","4220.79","111.07","7"
"eletroportateis","capivari","SP","14","4215.60","301.11","8"
"esporte_lazer","sao carlos","SP","43","4211.63","97.94","20"
"ferramentas_jardim","maua","SP","93","4195.01","45.11","11"
"automotivo","tubarao","SC","15","4178.45","278.56","4"
"beleza_saude","guariba","SP","20","4173.80","208.69","1"
"eletrodomesticos_2","brusque","SC","6","4170.50","695.08","2"
"utilidades_domesticas","sao jose","SC","10","4164.40","416.44","6"
"moveis_sala","mesquita","RJ","52","4162.55","80.05","6"
"industria_comercio_e_negocios","lages","SC","9","4126.94","458.55","3"
"moveis_decoracao","pedreira","SP","66","4117.49","62.39","35"
"eletrodomesticos_2","itajobi","SP","6","4084.00","680.67","4"
"utilidades_domesticas","sao jose dos campos","SP","46","4081.44","88.73","23"
"informatica_acessorios","itatiba","SP","36","4062.40","112.84","9"
"moveis_quarto","sao paulo","SP","8","4040.00","505.00","1"
"cool_stuff","jacarei","SP","39","4033.43","103.42","17"
"relogios_presentes","conselheiro lafaiete","MG","30","4033.00","134.43","3"
"pet_shop","limeira","SP","27","4017.30","148.79","5"
"climatizacao","jacutinga","MG","33","4014.98","121.67","5"
"moveis_decoracao","sao jose do rio preto","SP","28","4012.75","143.31","13"
"esporte_lazer","sao joao del rei","MG","41","4002.30","97.62","5"
"papelaria","mogi das cruzes","SP","134","3963.24","29.58","7"
"ferramentas_jardim","carapicuiba","SP","22","3961.43","180.07","7"
"construcao_ferramentas_construcao","varginha","MG","13","3924.70","301.90","7"
"livros_interesse_geral","sao paulo","SP","98","3921.91","40.02","43"
"esporte_lazer","criciuma","SC","20","3919.80","195.99","3"
"eletrodomesticos_2","osasco","SP","25","3918.64","156.75","5"
"esporte_lazer","sao jose do rio preto","SP","37","3914.05","105.79","22"
"perfumaria","londrina","PR","16","3910.25","244.39","8"
"cool_stuff","sao jose do rio preto","SP","6","3888.80","648.13","6"
"automotivo","jacarei","SP","46","3857.89","83.87","23"
"esporte_lazer","rolandia","PR","32","3843.34","120.10","10"
"construcao_ferramentas_ferramentas","lages","SC","7","3843.00","549.00","2"
"utilidades_domesticas","jacutinga","MG","37","3834.65","103.64","11"
"papelaria","rio de janeiro","RJ","33","3812.18","115.52","8"
"pet_shop","maringa","PR","36","3807.64","105.77","17"
"cool_stuff","uberlandia","MG","59","3806.10","64.51","2"
"cool_stuff","serra negra","SP","17","3806.00","223.88","3"
"ferramentas_jardim","votorantim","SP","45","3794.61","84.32","15"
"brinquedos","serra negra","SP","36","3792.00","105.33","20"
"beleza_saude","suzano","SP","32","3786.19","118.32","16"
"perfumaria","ribeirao preto","SP","76","3779.29","49.73","30"
"climatizacao","brasilia","DF","7","3778.00","539.71","4"
"ferramentas_jardim","praia grande","SP","13","3776.80","290.52","4"
"beleza_saude","porto alegre","RS","11","3773.28","343.03","4"
"esporte_lazer","santana de parnaiba","SP","12","3761.94","313.50","5"
"informatica_acessorios","blumenau","SC","87","3748.35","43.08","14"
"pet_shop","salto","SP","92","3745.80","40.72","29"
"moveis_decoracao","indaiatuba","SP","67","3733.33","55.72","21"
"moveis_decoracao","fazenda rio grande","PR","35","3729.85","106.57","6"
"fashion_bolsas_e_acessorios","tres coracoes","MG","31","3723.15","120.10","6"
"eletronicos","novo hamburgo","RS","18","3707.99","206.00","9"
"eletroportateis","itajobi","SP","8","3688.00","461.00","5"
"cama_mesa_banho","mirandopolis","SP","20","3688.00","184.40","5"
"beleza_saude","campo grande","MS","20","3669.64","183.48","8"
"ferramentas_jardim","sao pedro","SP","23","3668.52","159.50","11"
"brinquedos","santo andre","SP","41","3663.19","89.35","29"
"eletronicos","cotia","SP","18","3653.00","202.94","10"
"fashion_bolsas_e_acessorios","porto alegre","RS","67","3649.28","54.47","10"
"construcao_ferramentas_construcao","capivari","SP","82","3648.06","44.49","20"
"brinquedos","ibitinga","SP","58","3630.48","62.59","43"
"fashion_roupa_masculina","timbo","SC","33","3630.25","110.01","30"
"brinquedos","colombo","PR","34","3619.60","106.46","8"
"cool_stuff","blumenau","SC","18","3612.00","200.67","1"
"cama_mesa_banho","tres rios","RJ","100","3603.36","36.03","32"
"ferramentas_jardim","rio claro","SP","24","3597.78","149.91","11"
"eletroportateis","araras","SP","12","3588.00","299.00","1"
"beleza_saude","indaial","SC","7","3585.48","512.21","5"
"automotivo","nilopolis","RJ","30","3580.95","119.37","21"
"automotivo","porto velho","RO","6","3579.94","596.66","4"
"pet_shop","mandirituba","PR","15","3578.00","238.53","6"
"esporte_lazer","jacarei","SP","17","3573.60","210.21","12"
"automotivo","paulinia","SP","11","3569.78","324.53","9"
"perfumaria","suzano","SP","31","3562.68","114.93","27"
"moveis_decoracao","amparo","SP","27","3562.20","131.93","15"
"perfumaria","valinhos","SP","81","3552.90","43.86","35"
"esporte_lazer","batatais","SP","31","3534.60","114.02","4"
"beleza_saude","sao jose dos pinhais","PR","35","3532.20","100.92","13"
"esporte_lazer","blumenau","SC","32","3517.54","109.92","19"
"esporte_lazer","rio bonito","RJ","6","3514.00","585.67","6"
"fashion_calcados","curitiba","PR","93","3509.20","37.73","60"
"alimentos","atibaia","SP","119","3505.73","29.46","2"
"brinquedos","tatui","SP","46","3498.18","76.05","18"
"beleza_saude","vicente de carvalho","SP","78","3490.48","44.75","15"
"pet_shop","braganca paulista","SP","16","3486.00","217.88","7"
"moveis_decoracao","lajeado","RS","24","3477.70","144.90","6"
"beleza_saude","sao jose do rio preto","SP","88","3474.46","39.48","7"
"moveis_escritorio","sao paulo","SP","11","3463.29","314.84","8"
"dvds_blu_ray","sao paulo","SP","12","3459.90","288.33","4"
"papelaria","divinopolis","MG","6","3458.83","576.47","6"
"perfumaria","rio de janeiro","RJ","57","3457.31","60.65","33"
"eletronicos","santo andre","SP","10","3451.92","345.19","2"
"utilidades_domesticas","arvorezinha","RS","23","3446.90","149.87","8"
"consoles_games","novo hamburgo","RS","13","3440.10","264.62","5"
"eletronicos","bertioga","SP","62","3437.38","55.44","19"
"perfumaria","araucaria","PR","20","3435.33","171.77","7"
NULL,"bariri","SP","7","3434.30","490.61","6"
"brinquedos","volta redonda","SP","24","3432.23","143.01","4"
"cool_stuff","porto alegre","RS","19","3431.45","180.60","5"
"ferramentas_jardim","jaragua do sul","SC","21","3429.00","163.29","7"
"pet_shop","santo antonio de posse","SP","14","3423.00","244.50","6"
"informatica_acessorios","rio verde","GO","7","3389.50","484.21","6"
"eletrodomesticos_2","francisco beltrao","PR","13","3389.49","260.73","5"
"beleza_saude","videira","SC","61","3385.00","55.49","7"
"bebes","sorocaba","SP","39","3375.35","86.55","19"
"beleza_saude","campo bom","RS","7","3373.00","481.86","2"
"alimentos","sao paulo","SP","48","3370.40","70.22","18"
"bebes","cuiaba","MT","29","3368.00","116.14","16"
"sinalizacao_e_seguranca","novo hamburgo","RS","15","3363.50","224.23","6"
"market_place","lajeado","RS","14","3352.70","239.48","4"
"cool_stuff","carapicuiba","SP","15","3349.00","223.27","1"
"climatizacao","sao paulo","SP","29","3346.67","115.40","11"
"informatica_acessorios","rolandia","PR","37","3329.45","89.99","2"
"eletronicos","curitiba","PR","16","3317.80","207.36","6"
"fashion_roupa_masculina","sao paulo","SP","58","3315.23","57.16","42"
"utilidades_domesticas","jaguariuna","SP","54","3282.00","60.78","23"
"esporte_lazer","franca","SP","27","3280.64","121.51","20"
"malas_acessorios","aparecida de goiania","GO","20","3268.45","163.42","8"
"market_place","sao paulo","SP","71","3264.43","45.98","24"
"esporte_lazer","ponte nova","MG","48","3255.20","67.82","5"
"cool_stuff","recife","PE","17","3228.30","189.90","1"
"casa_construcao","imbe","RS","9","3221.50","357.94","2"
"brinquedos","andradas","SP","26","3204.59","123.25","25"
"market_place","mogi das cruzes","SP","35","3202.90","91.51","5"
"esporte_lazer","canoas","RS","42","3188.99","75.93","4"
"relogios_presentes","nova iguacu","RJ","7","3184.40","454.91","6"
"esporte_lazer","indaiatuba","SP","25","3181.30","127.25","8"
"telefonia","santos","SP","67","3180.61","47.47","2"
"market_place","santo andre","SP","52","3179.72","61.15","7"
"bebes","tabatinga","SP","27","3178.67","117.73","20"
"papelaria","serra negra","SP","24","3177.90","132.41","16"
"bebes","serra negra","SP","15","3173.00","211.53","7"
"cool_stuff","guarulhos","SP","27","3169.90","117.40","15"
"moveis_cozinha_area_de_servico_jantar_e_jardim","salto","SP","7","3149.30","449.90","1"
"automotivo","campo do meio","MG","17","3148.00","185.18","9"
"eletronicos","porto alegre","RS","31","3137.56","101.21","8"
"moveis_decoracao","caxias do sul","RS","9","3135.50","348.39","3"
"pet_shop","rolandia","PR","11","3129.89","284.54","2"
"pet_shop","dois corregos","SP","30","3126.00","104.20","6"
"pet_shop","assis","SP","43","3115.87","72.46","29"
"moveis_decoracao","brasilia","DF","25","3115.20","124.61","7"
"consoles_games","guarulhos","SP","29","3113.02","107.35","14"
"utilidades_domesticas","contagem","MG","22","3104.01","141.09","15"
"automotivo","japira","PR","8","3096.00","387.00","6"
"esporte_lazer","navegantes","SC","10","3095.00","309.50","6"
"utilidades_domesticas","formiga","MG","18","3088.60","171.59","10"
"fashion_bolsas_e_acessorios","itaquaquecetuba","SP","19","3079.81","162.10","6"
"automotivo","joinville","SC","6","3077.60","512.93","3"
"esporte_lazer","rio claro","SP","27","3061.20","113.38","6"
"moveis_escritorio","sao bernardo do campo","SP","28","3047.20","108.83","4"
"fashion_bolsas_e_acessorios","contagem","MG","32","3046.80","95.21","10"
"utilidades_domesticas","londrina","PR","18","3037.63","168.76","10"
"informatica_acessorios","rio de janeiro","RJ","14","3035.88","216.85","11"
"relogios_presentes","congonhal","MG","9","3006.50","334.06","4"
"informatica_acessorios","sao bernardo do campo","SP","49","2990.47","61.03","17"
"ferramentas_jardim","riberao preto","SP","17","2973.43","174.91","7"
"beleza_saude","nova friburgo","RJ","15","2966.59","197.77","5"
"ferramentas_jardim","loanda","PR","19","2958.10","155.69","3"
"perfumaria","carapicuiba","SP","20","2926.41","146.32","12"
"construcao_ferramentas_construcao","cariacica","ES","27","2925.73","108.36","5"
"utilidades_domesticas","betim","MG","25","2924.97","117.00","13"
"moveis_decoracao","mirandopolis","SP","16","2908.40","181.78","5"
"informatica_acessorios","araraquara","SP","32","2907.68","90.87","10"
"fashion_underwear_e_moda_praia","franca","SP","52","2904.80","55.86","12"
"utilidades_domesticas","indaiatuba","SP","21","2880.79","137.18","18"
"pet_shop","ouro fino","MG","16","2877.70","179.86","7"
"construcao_ferramentas_jardim","assis","SP","61","2855.70","46.81","29"
"automotivo","garca","SP","8","2848.00","356.00","2"
NULL,"sao bernardo do campo","SP","14","2844.74","203.20","14"
"moveis_sala","arapongas","PR","8","2835.50","354.44","6"
"brinquedos","guarulhos","SP","20","2829.70","141.49","11"
"instrumentos_musicais","maringa","PR","10","2807.14","280.71","8"
"esporte_lazer","araraquara","SP","38","2805.20","73.82","12"
"construcao_ferramentas_construcao","curitiba","PR","13","2792.52","214.81","10"
"market_place","osasco","SP","25","2787.50","111.50","4"
"alimentos","caucaia","CE","28","2777.72","99.20","3"
"eletroportateis","maringa","PR","13","2775.40","213.49","3"
"eletronicos","brasilia","DF","100","2770.49","27.70","32"
"beleza_saude","sao paulo - sp","SP","13","2750.60","211.58","6"
"cama_mesa_banho","rio de janeiro","RJ","50","2734.90","54.70","26"
"moveis_decoracao","recife","PE","6","2715.00","452.50","3"
"brinquedos","barretos","SP","39","2702.37","69.29","14"
"brinquedos","barueri","SP","51","2690.49","52.75","15"
"cool_stuff","brusque","SC","5","2688.00","537.60","2"
"eletrodomesticos","itapevi","SP","8","2679.20","334.90","2"
"brinquedos","conselheiro lafaiete","MG","14","2661.00","190.07","7"
"papelaria","varginha","MG","8","2660.85","332.61","2"
"moveis_decoracao","joinville","SC","28","2660.66","95.02","15"
"automotivo","coxim","MS","17","2658.90","156.41","13"
"moveis_decoracao","mogi das cruzes","SP","29","2650.00","91.38","13"
NULL,"limeira","SP","90","2644.78","29.39","72"
"esporte_lazer","cruzeiro","SP","34","2641.61","77.69","7"
"esporte_lazer","ibia","MG","24","2638.80","109.95","1"
"moveis_escritorio","guarulhos","SP","13","2620.00","201.54","7"
"esporte_lazer","itaquaquecetuba","SP","19","2615.88","137.68","3"
"beleza_saude","cotia","SP","18","2614.93","145.27","6"
"utilidades_domesticas","jaboticabal","SP","33","2612.65","79.17","23"
"construcao_ferramentas_seguranca","piracicaba","SP","7","2610.00","372.86","3"
"esporte_lazer","itapecerica da serra","SP","30","2597.89","86.60","5"
"pet_shop","jacarei","SP","21","2596.00","123.62","2"
"informatica_acessorios","santo andre","SP","28","2594.38","92.66","5"
"instrumentos_musicais","cascavel","PR","7","2587.30","369.61","2"
"moveis_escritorio","salto","SP","19","2587.10","136.16","1"
"brinquedos","porto alegre","RS","49","2584.57","52.75","8"
"esporte_lazer","cornelio procopio","PR","49","2584.50","52.74","28"
"alimentos_bebidas","belo horizonte","MG","58","2584.40","44.56","10"
"cama_mesa_banho","curitiba","SP","67","2581.70","38.53","18"
"beleza_saude","santo antonio de padua","RJ","16","2575.90","160.99","12"
"pet_shop","buritama","SP","15","2575.90","171.73","4"
"moveis_decoracao","taubate","SP","25","2575.60","103.02","7"
"utilidades_domesticas","cascavel","PR","31","2570.08","82.91","16"
"moveis_decoracao","jaguaruna","SC","44","2563.00","58.25","19"
"informatica_acessorios","osasco","SP","16","2561.40","160.09","6"
"cama_mesa_banho","goiania","GO","25","2560.85","102.43","14"
"telefonia_fixa","guarulhos","SP","6","2557.48","426.25","2"
"bebes","porto alegre","RS","71","2548.41","35.89","14"
"telefonia","itapecerica da serra","SP","45","2544.81","56.55","6"
"cool_stuff","sarandi","PR","16","2532.58","158.29","1"
"fashion_roupa_masculina","joinville","SC","19","2527.94","133.05","17"
"automotivo","teresina","PI","12","2522.00","210.17","5"
"eletrodomesticos","presidente prudente","SP","36","2516.40","69.90","1"
"artes","sao paulo","SP","34","2502.09","73.59","18"
"cama_mesa_banho","curitiba","PR","14","2499.00","178.50","10"
"artigos_de_natal","mombuca","SP","32","2496.80","78.03","5"
"malas_acessorios","rio de janeiro","RJ","19","2489.40","131.02","12"
"pet_shop","vargem grande paulista","SP","16","2489.30","155.58","4"
NULL,"caxias do sul","RS","18","2484.10","138.01","6"
"casa_conforto","uba","MG","16","2469.84","154.37","4"
"bebes","joinville","SC","27","2445.87","90.59","10"
"telefonia","sao bernardo do campo","SP","50","2435.34","48.71","7"
"brinquedos","sao bernardo do campo","SP","39","2429.00","62.28","29"
"fashion_bolsas_e_acessorios","aracatuba","SP","51","2424.78","47.54","34"
"cool_stuff","sao jose dos campos","SP","12","2423.10","201.93","6"
"bebes","congonhal","MG","9","2400.50","266.72","2"
"automotivo","cotia","SP","76","2399.44","31.57","41"
"perfumaria","brasilia","DF","32","2397.56","74.92","17"
"moveis_decoracao","assis","SP","43","2389.86","55.58","13"
"utilidades_domesticas","massaranduba","SC","19","2385.29","125.54","3"
"moveis_sala","itaquaquecetuba","SP","31","2383.47","76.89","9"
"cama_mesa_banho","ferraz de vasconcelos","SP","28","2383.20","85.11","18"
"ferramentas_jardim","santa rosa de viterbo","SP","11","2373.00","215.73","8"
"malas_acessorios","contagem","MG","21","2345.80","111.70","16"
"cool_stuff","uberaba","MG","28","2340.20","83.58","2"
"esporte_lazer","curitibanos","SC","13","2330.99","179.31","5"
"cama_mesa_banho","brasilia","DF","37","2330.30","62.98","19"
"automotivo","franca","SP","12","2316.88","193.07","4"
"papelaria","guarulhos","SP","42","2312.74","55.07","20"
NULL,"franca","SP","16","2305.40","144.09","4"
"papelaria","diadema","SP","28","2293.39","81.91","20"
"eletronicos","queimados","RJ","5","2289.95","457.99","3"
"casa_construcao","rio de janeiro","RJ","25","2289.88","91.60","3"
"automotivo","farroupilha","RS","44","2286.09","51.96","21"
"esporte_lazer","luziania","GO","16","2284.98","142.81","3"
"fashion_underwear_e_moda_praia","sao paulo","SP","50","2282.15","45.64","24"
"eletronicos","rio de janeiro","RJ","27","2271.38","84.13","13"
NULL,"ibitinga","SP","17","2268.81","133.46","14"
"cool_stuff","capivari","SP","15","2266.50","151.10","10"
"ferramentas_jardim","divinopolis","MG","7","2261.70","323.10","5"
"eletronicos","videira","SC","25","2257.60","90.30","8"
"esporte_lazer","vicente de carvalho","SP","59","2255.52","38.23","21"
"instrumentos_musicais","paulo lopes","SC","5","2255.00","451.00","2"
"consoles_games","jacarei","SP","31","2252.80","72.67","17"
"brinquedos","scao jose do rio pardo","SP","23","2239.73","97.38","14"
"artigos_de_festas","blumenau","SC","8","2239.40","279.93","6"
"papelaria","uberlandia","MG","31","2234.90","72.09","5"
"ferramentas_jardim","guarulhos","SP","15","2231.31","148.75","9"
"papelaria","curitiba","PR","31","2229.78","71.93","14"
"alimentos","praia grande","SP","27","2224.33","82.38","9"
"beleza_saude","foz do iguacu","PR","25","2220.00","88.80","10"
"bebes","piracicaba","SP","37","2219.63","59.99","3"
"automotivo","xanxere","SC","7","2217.15","316.74","4"
"cool_stuff","salto","SP","40","2212.00","55.30","8"
"papelaria","mogi guacu","SP","11","2209.26","200.84","7"
"informatica_acessorios","videira","SC","27","2207.00","81.74","13"
"livros_interesse_geral","maua","SP","48","2202.43","45.88","22"
"moveis_sala","pocos de caldas","MG","52","2202.10","42.35","13"
"bebidas","vicente de carvalho","SP","55","2186.43","39.75","10"
"papelaria","carazinho","RS","12","2183.89","181.99","6"
"audio","jacarei","SP","25","2181.50","87.26","10"
"artigos_de_natal","uberlandia","MG","23","2180.70","94.81","10"
"papelaria","araraquara","SP","49","2161.20","44.11","9"
"eletronicos","itapecerica da serra","SP","26","2151.13","82.74","2"
"consoles_games","ribeirao preto","SP","10","2148.57","214.86","7"
NULL,"ribeirao preto","SP","24","2148.38","89.52","15"
"relogios_presentes","franca","SP","34","2144.04","63.06","20"
"utilidades_domesticas","florianopolis","SC","42","2143.10","51.03","15"
"fashion_bolsas_e_acessorios","belo horizonte","MG","19","2127.20","111.96","9"
"beleza_saude","rio claro","SP","14","2121.78","151.56","4"
"perfumaria","morrinhos","GO","23","2117.09","92.05","19"
"instrumentos_musicais","uberaba","MG","5","2109.50","421.90","1"
"cool_stuff","maua","SP","46","2109.02","45.85","4"
"beleza_saude","echapora","SP","42","2107.25","50.17","23"
"bebes","monteiro lobato","SP","28","2090.34","74.66","4"
"brinquedos","belo horizonte","MG","30","2081.93","69.40","19"
"beleza_saude","nova iguacu","RJ","22","2075.00","94.32","12"
"beleza_saude","carapicuiba","SP","34","2073.32","60.98","13"
"automotivo","sao caetano do sul","SP","32","2070.34","64.70","21"
"moveis_decoracao","sao caetano do sul","SP","13","2063.38","158.72","11"
"automotivo","sao jose do rio preto","SP","15","2062.70","137.51","9"
"automotivo","foz do iguacu","PR","10","2062.29","206.23","2"
"casa_construcao","santo andre","SP","9","2053.94","228.22","7"
"livros_importados","campinas","SP","22","2045.00","92.95","14"
"brinquedos","florianopolis","SC","17","2041.50","120.09","11"
"papelaria","canoas","RS","17","2039.35","119.96","11"
"audio","barueri","SP","8","2033.98","254.25","1"
"utilidades_domesticas","pinhais","PR","18","2032.30","112.91","12"
"esporte_lazer","marilia","SP","39","2030.88","52.07","15"
NULL,"tres coracoes","MG","31","2024.00","65.29","19"
"beleza_saude","contagem","MG","11","2019.54","183.59","3"
"moveis_decoracao","conchal","SP","11","2017.20","183.38","6"
"livros_tecnicos","presidente prudente","SP","32","2015.80","62.99","18"
"telefonia","belo horizonte","MG","12","2014.44","167.87","6"
"bebes","sao bernardo do campo","SP","8","2000.00","250.00","5"
"automotivo","anapolis","GO","11","1993.99","181.27","9"
"ferramentas_jardim","botucatu","SP","22","1993.40","90.61","16"
"agro_industria_e_comercio","sorocaba","SP","15","1992.60","132.84","11"
"moveis_colchao_e_estofado","sao paulo","SP","23","1989.90","86.52","2"
"cool_stuff","itajobi","SP","7","1987.00","283.86","5"
"bebes","santo andre","SP","17","1979.20","116.42","7"
"fashion_bolsas_e_acessorios","tubarao","SC","14","1973.10","140.94","8"
"pet_shop","sao carlos","SP","45","1971.55","43.81","13"
"brinquedos","ribeirao preto","SP","18","1968.44","109.36","12"
"utilidades_domesticas","portao","RS","25","1967.98","78.72","6"
"cool_stuff","jaragua do sul","SC","42","1966.79","46.83","8"
NULL,"mogi guacu","SP","5","1959.50","391.90","1"
"fashion_bolsas_e_acessorios","congonhal","MG","5","1955.00","391.00","3"
"agro_industria_e_comercio","caxias do sul","RS","7","1948.04","278.29","6"
"industria_comercio_e_negocios","sao roque","SP","17","1944.70","114.39","2"
"moveis_sala","serra negra","SP","15","1941.60","129.44","4"
"telefonia","sao ludgero","SC","32","1939.05","60.60","19"
"la_cuisine","concordia","SC","13","1935.00","148.85","9"
"consoles_games","presidente prudente","SP","25","1929.00","77.16","1"
"moveis_quarto","carapicuiba","SP","9","1927.00","214.11","2"
"moveis_cozinha_area_de_servico_jantar_e_jardim","juiz de fora","MG","5","1915.00","383.00","3"
"pet_shop","taruma","SP","13","1912.15","147.09","6"
"beleza_saude","mesquita","RJ","23","1910.11","83.05","5"
"esporte_lazer","barra mansa","RJ","5","1907.86","381.57","4"
"brinquedos","porto ferreira","SP","16","1900.58","118.79","12"
"sinalizacao_e_seguranca","sorocaba","SP","24","1897.80","79.08","7"
"beleza_saude","scao jose do rio pardo","SP","10","1891.45","189.15","2"
"construcao_ferramentas_construcao","ribeirao preto","SP","13","1884.25","144.94","9"
"beleza_saude","apucarana","PR","37","1882.84","50.89","24"
NULL,"santos","SP","25","1878.49","75.14","14"
"beleza_saude","cerqueira cesar","SP","20","1871.70","93.59","12"
"automotivo","sao bernardo do campo","SP","67","1868.55","27.89","23"
"utilidades_domesticas","francisco beltrao","PR","21","1859.90","88.57","4"
"automotivo","sao bento do sul","SC","13","1859.18","143.01","11"
"esporte_lazer","diadema","SP","11","1857.30","168.85","8"
"utilidades_domesticas","campinas","SP","19","1856.80","97.73","10"
"brinquedos","atibaia","SP","18","1854.27","103.02","14"
"construcao_ferramentas_ferramentas","pocos de caldas","MG","33","1853.79","56.18","6"
"eletrodomesticos","santo andre","SP","5","1852.99","370.60","3"
"eletroportateis","belo horizonte","MG","10","1852.43","185.24","5"
"consoles_games","guariba","SP","7","1850.00","264.29","2"
"moveis_decoracao","santa rita do sapucai","MG","21","1842.70","87.75","17"
"casa_construcao","marilia","SP","12","1841.34","153.45","8"
"eletrodomesticos","mirassol","SP","14","1839.86","131.42","3"
"construcao_ferramentas_construcao","rio do sul","SC","10","1839.45","183.95","8"
